,review_id,user_id,business_id,stars,useful,funny,cool,text,date,Date_Only,Date_Hour
1465858,xs1eUwN1zx8WS8K9FOSYeA,_snz3UEc4CtiNCL-lFc9UQ,xPfH5K1gQZj2IR0iV0a5Rg,5.0,0,0,0,Why am I so addicted to this pizza!!!! Iloveu guys! I love your customer service and how enthusiastic and patient you guys are! The freshness of the pizza compliments the reasonable price! I got there a little to much! And I'm always satisfied!,2017-12-01 03:09:20,2017-12-01,3
2632717,YZGCCBPWkcH6_nGLBmfH8g,6TMYYeCVhr6hSh7lv_f35Q,kb0VfKZKHHhvDze3JZqi0Q,3.0,0,0,0,"It's okay, the service was a little off. The waiter was friendly and accommodating. However, the food came out in a weird order. 

The soup/meats for the hot pot came out with the Pad Thai but no veggies or sauce for the hot pot for like 5-10 minutes. It should come out together. 

The ambiance was hot and steamy - normally it doesn't bother me but it was like there was no ventilation in the whole place. 

The hot pot was good, not the best Pad Thai. Overall, the experience was off and I've had a lot better.",2017-12-01 03:10:05,2017-12-01,3
1209686,U711-gV6QOTwycByfl6pZA,y_twq-5ZsywqqDGPCUkZlQ,WX5HDdUTwYWhu6XDtawDhw,4.0,0,0,0,"pretty filling and healthy, with decent prices. get a bowl of broth, and just dump a bunch of stuff in it (yourself). its boiled within minutes.",2017-12-01 03:10:52,2017-12-01,3
2758387,fgndeXla9UPUF5lZNC-fgA,W9yaiKkr7EFAngNmySVIJg,Qd5dzlGYdr_-smCPwV8s0g,5.0,0,0,0,"We met Mike, the magician, on a Thursday afternoon.  He was not only very friendly and nice, he put on a terrific show.  He was pretty amazing and we couldn't stop smiling.  He's really good.",2017-12-01 03:11:08,2017-12-01,3
61952,dnh6vnlKx08zuEBsQpvIzA,Lj-T5p3LOOsYCxG11Y-1kQ,iHmBoyZEWsJfryywZmrB8A,5.0,0,0,0,"Unos de los mejores sitios de comida china para compartir en familia , excelente precio , comida deliciosa donde comes comes y comes lo que  quieras por un excelente precio  !",2017-12-01 03:12:37,2017-12-01,3
369172,ING5oq9MQ4kl9gzxkmw7Tw,sPpXS6msT6sHKTWppfpMng,FSykQ-OsgYzwOh-zA5mimw,1.0,0,0,0,Warning: eat at your own risk. Went in today for lunch and got a grilled chicken salad. Chicken was not cooked all the way. Fortunately I noticed this before I had eaten too much of this. Unacceptable.,2017-12-01 03:12:51,2017-12-01,3
358663,Rl1D0zniSvywXCEqUK7uVg,nng5o2GL-eziFe9O2Jq9ZA,G66xZComtZdsJz99LomE9g,4.0,1,1,1,Eclectic menu of Asian / Cajun inspired dishes. Had the aloo gobi Manchurian tonight. Loved the crispy addition of okra and crunchy egg noodles. It was a great snack to add to our night of Austin bar / lounge hopping. Nick the owner is a cool guy! We enjoyed getting to know his story and hear about the local flavors nearby. We are coming back soon to try his fried chicken this Saturday!,2017-12-01 03:13:03,2017-12-01,3
2033943,7bLEOfZsM0tL-98Z5ds1jA,8PvRIYDca_xSeLKAFw6d4Q,-EvlAFyPYpOfDfLkGbH4Qg,1.0,1,0,0,"Chicken, cod, shrimp are dry and flavorless. Liver is better. Overall foods are dry and not much juice. Not delicious. Wouldn't come here again.",2017-12-01 03:13:10,2017-12-01,3
1797283,3fS98ldBNku7c7QT8dPJUA,c6CklxjggRSwVkouPklXGg,rpcR9k0Cx2-zS8EXgcMZGA,5.0,2,0,1,Pam gave me the most amazing massage tonight! Her techniques are amazing and she really knows what she's doing. My fantastic Groupon deal came with a facial too! As well as my own custom mixed essential oil! I will definitely go back.,2017-12-01 03:13:14,2017-12-01,3
2052748,AaYrowVY909UX7SwM7krWw,u4OdphpDFjk3F7LjcgUldw,w4akEdaAoTT-bIgStOqeng,4.0,0,0,0,I enjoyed Burgoo. We shared the mussels . Perfectly cooked and really liked the bacon and sauce . The bread served with it was a bit on the dry side though. My husband ordered the Mac and cheese with bacon and breadcrumbs. It was absolutely fantastic. I had the chicken and corn soup and was not disappointed. Our server was very friendly and I enjoyed the atmosphere. Burgoo is a great place for comfort food on a cold and rainy Vancouver day.,2017-12-01 03:13:28,2017-12-01,3
671501,mHafvSqCconpl_RRf0_gog,y1SimkWtW3bszZ95ArZzdw,EJxMCU8grQ7KpP5Z4k1pnw,5.0,1,0,0,"I love kickboxing Quincy is the best workout I've ever gotten!! The staff is so supportive and motivating (they all started out in the same place as me, just kickboxing at the gym!) It's such a good community of people all looking to do the same thing, get fit! For the first time in my life, I have visible muscles and all it takes is one hour, 3 times a week. I love kickboxing!!",2017-12-01 03:13:35,2017-12-01,3
336097,IQPSj0RSl6kRHfdGDMNIZA,qdnDJ74bKWBvYY4A4VNGDg,U3wTzXk1JP56AG5GtzzsQg,5.0,0,0,0,This place is awesome; one of the best hair salons I have come across in all of my travels (and I'm a traveling medical professional).  Leanne is AMAZING (!!!) on color and Luisa gave me the best fade I've ever had.  I might have to fly back to Portland every time I need a haircut!,2017-12-01 03:15:05,2017-12-01,3
2354609,s55rjqzyr8FXQhomNRvY0Q,YWHiDCzdjxIMsLmH-FHfRg,wxMYLgRy-fNURdLNRJLhQQ,5.0,0,0,0,"Absolutely amazing. Perfect service, the manager stopped by shortly after our drink order and brought us a half portion of the kettle chip app which were fantastic. Our server Marielle was very helpful and offered excellent recommendations, the black and bleu burger was flavorful and not over powering. The crab cake was the best we've ever had and the firecracker shrimp had just enough spice with great flavor. We finished the night with the creme brûlée which was exquisite. Definitely will return and recommend.",2017-12-01 03:15:34,2017-12-01,3
2641341,ndAveAB9Vf-EkTlkRDjbXw,yhshQNOdB75io5WXFJFGyg,4epAdsvnr0dwVX70Pt2-MQ,1.0,2,1,0,11-30-17 @ 9:30pm... Tri-City Taxi came off of Central Street on to Warren Street cut over the yellow line and almost caused a head-on collision with me as he was given a customer a ride... I made the taxi driver pull over the customer got out and started walking I asked him what is he drunk or high and the customer said I don't know he's not normal so I proceeded to call Peabody police which didn't do much I called the taxi company spoke to the manager he gave me Igor's number the owner 978-531-7966.. Igor did not care about my complain or about my safety.... I repeat do not use Tri-City Taxi !!! Worst company out there !!! Btw plate number is 17178 mass plate..... DO NOT USE TRI CITY TAXI !!!!!!,2017-12-01 03:16:17,2017-12-01,3
2623109,XsPHvprQHCsu3Sh8tCGROA,8zAEmZgAggPc80n3DO3Z5w,7AFctw607BF-0gBxVht3Cg,1.0,1,0,0,"Pie was delivered burnt and covered in burnt crumbs from the oven. I think it would have tasted ok if it wasn't charred. And the garlic knots are delicious. Since this isn't the only review regarding burnt pizza, I wouldn't recommend ordering delivery from here.",2017-12-01 03:17:18,2017-12-01,3
360328,f81Y0PYFg7lMl8ukRCq6ZA,aOsrxCFcVS4iqQ_OJvxlJQ,RKbwLt4HQZOHVabvThaGlQ,2.0,0,0,0,"I'm fine with vegan fare, but not $14 pancakes. This is a nice enough restaurant with decent service the prices are just absurd. Also it's hard to tell if they're closed or open because of the giant curtains always closed.",2017-12-01 03:17:32,2017-12-01,3
765184,IKjrDTc4eG_iNaIqSYMPqg,j4BMT5Oyrt15-pwK3cRSZw,6mTqqLSCMxIYF3KmhwE4JQ,4.0,3,2,3,"A local favorite I've been visiting for lunch and dinner since they opened a few years ago. I've dined solo and with a group of three and four. And my favorite visits are with a group so you can order a bunch of dishes and eat family style sampling a little bit of everything.

My favorite item on the current menu is the Korean Cauliflower from the small plates menu. Seriously addictive.

Other items I've had several times and continue to enjoy are the Thai Chimichurri Steak, the Jungle Prince (green curry), and Korean Street Noodles.

Now the disclaimers. The food is Asian fusion and modern. The cocktail list is odd and engaging and some drinks pack a serious kick. Both menus are small and filled with bold flavors, pungent aromas, and some oddball combos. I haven't loved everything I've had here. But, every meal has been successful. And I've never had an issue with service.

I like the casual, masculine, industrial vibe of the restaurant. There are TVs at the bar and so there is usually a group watching a game in the evenings. So, not a quiet, romantic vibe, but I've found it ideal for an adventurous group who want to eat, drink, and be merry. For an outing with my kids with more pedestrian tastes, it isn't as successful.

This is one of those places that are great to try for Happy Hour so you can order a bunch of things and sample away.",2017-12-01 03:17:57,2017-12-01,3
2761375,gbpMxdjVjznPULafvKQvgg,ow4ap5IqaMuMt0DDrwOQyQ,yYnF601SkgTSoj-0nH1gGQ,3.0,15,9,15,"Out of all the bakeries in Granville Market, Stuart's caught our eye. It's just something about the variety of color and types of desserts all lined up perfectly along the edge of the display case. Polished and picture-perfect!

Despite the lines, service is fairly quick, but allows you just enough time to decide on your order. We probably should have asked for recommendations, but we just based our picks solely off of appearance.
I got the Chocolate Raspberry Tart, which had a decadent chocolate ganache and raspberry jam atop a graham cracker crust. The ganache was creamy and rich, but the crust seemed to be the miss here... I thought it would have a buttery flavor, but instead, it was pretty bland. We also got a Cinnamon Record, which is a huge round flaky pastry covered in a cinnamon glaze. It is actually the size of a music record, so it's perfect for sharing! Unfortunately it was on the dry side and didn't live up to our expectations. 

My family tried the Key Lime Tart which seemed to be a winner...had the right amount of sweetness and embodied exactly what a key lime pie should be. 
Overall, I'd definitely be willing to give Stuart's another chance. They have so many desserts to offer; there must be something for everyone!",2017-12-01 03:18:24,2017-12-01,3
2330724,2DZq-TlGp0WMBOiBH8Ngeg,nV6NGjdamkjti49G2pEXqA,8yjbYBZE_UIplunbldHE9w,5.0,0,0,0,"This place is a favorite of ours. The food is wonderful, the atmosphere is perfect. Nobody is trying to rush you through your meal. The owner has a great love for what she's doing with the place and it is evident. I love it! I feel like I've stepped into a village in Europe when I go there. The food is Alsatian French, influenced by German cuisine. Dig it!",2017-12-01 03:18:35,2017-12-01,3
1101871,PhZLxU90tVI4r9HdoY4sdA,nuD7WjMvE8sGIhZQq0QZ6w,CP-tRCt1h0RyQvKkmy9Rqg,1.0,1,0,0,"I love Quiznos but never coming back here. I come here for a sandwich now and then but at this location I have been really put off by a rude, aggressive older man working there on staff. He seems to be there weekday evenings. Last week I came here and I swear to god he muttered ""bitch"" under his breath when I canceled part of my order. I didn't even know how to react because all I wanted was a sandwich and I'm a generally quiet and polite person. I'm not returning here.",2017-12-01 03:19:14,2017-12-01,3
1741836,knYqg9jvxynBHEIhdLPJ6A,FDqzrhHUA9_EOMgMR15z_w,9kcCv5sSKgfMX2j5EGHT3w,4.0,0,0,0,Definitely 4 star comparing to all bubble tea places but a 3.5 compare to a standard restaurant. Perfect for small group dine out especially for  young crowd. They have a good variety of Taiwanese meal combo and well known for their large portion of fried rices. Drinks also come in huge cup/glass so 1 is normally enough for 2 ppl.,2017-12-01 03:19:44,2017-12-01,3
